@relation staticBodyGestures

@attribute HandLeft_X real 
@attribute HandLeft_Y real 
@attribute HandLeft_Z real 
@attribute WristLeft_X real 
@attribute WristLeft_Y real 
@attribute WristLeft_Z real 
@attribute ElbowLeft_X real 
@attribute ElbowLeft_Y real 
@attribute ElbowLeft_Z real 
@attribute ElbowRight_X real 
@attribute ElbowRight_Y real 
@attribute ElbowRight_Z real 
@attribute WristRight_X real 
@attribute WristRight_Y real 
@attribute WristRight_Z real 
@attribute HandRight_X real 
@attribute HandRight_Y real 
@attribute HandRight_Z real 
@attribute gesture {Left_Hand_Up, Left_Hand_To_The_Left, Left_Hand_To_The_Right, Right_Hand_Up, Right_Hand_To_The_Left, Right_Hand_To_The_Right, Both_Hands_Up, Both_Hands_Down} 

@data 
-18652, -102, -216, -16539, -162, -163, -11432, -346, 313, 7591, -6867, -586, 9114, -12642, -1702, 9345, -14650, -2325, @Left_Hand_To_The_Left
-18662, -168, -389, -16554, -200, -288, -11439, -283, 54, 7615, -6847, -580, 8685, -11870, -1600, 9032, -13866, -2190, @Left_Hand_To_The_Left
-18763, -222, -579, -16644, -250, -441, -10727, -508, 95, 7674, -6839, -599, 8852, -12478, -1944, 9236, -14493, -2494, @Left_Hand_To_The_Left
-18782, -176, -724, -16663, -205, -554, -11504, -311, -56, 7666, -6844, -594, 8872, -12502, -1967, 9285, -14506, -2545, @Left_Hand_To_The_Left
-18824, -120, -830, -16704, -146, -655, -11360, -358, -36, 7659, -6847, -589, 8915, -12515, -1963, 9359, -14511, -2551, @Left_Hand_To_The_Left
-18799, -12, -905, -16680, -54, -720, -11498, -322, -45, 7657, -6849, -582, 8987, -12519, -1921, 9375, -14529, -2502, @Left_Hand_To_The_Left
-18819, 132, -942, -16699, 81, -759, -11518, -265, -46, 7654, -6855, -575, 9088, -12539, -1851, 9454, -14563, -2398, @Left_Hand_To_The_Left
-18822, 200, -948, -16703, 132, -772, -11528, -228, -47, 7628, -6850, -568, 9157, -12580, -1799, 9499, -14611, -2336, @Left_Hand_To_The_Left
-18672, 302, -916, -16576, 217, -751, -11455, -158, -30, 7521, -6844, -544, 9026, -12410, -1732, 9366, -14419, -2256, @Left_Hand_To_The_Left
-18471, 382, -888, -16410, 306, -733, -11348, -99, -26, 7338, -6809, -537, 8784, -12160, -1697, 9110, -14138, -2204, @Left_Hand_To_The_Left
-18513, 438, -861, -16451, 362, -712, -11351, -56, -9, 7314, -6822, -527, 8753, -12137, -1684, 9076, -14115, -2194, @Left_Hand_To_The_Left
-18423, 486, -837, -16380, 418, -696, -11294, -14, -5, 7203, -6783, -521, 8603, -11995, -1675, 8922, -13953, -2190, @Left_Hand_To_The_Left
-18450, 510, -819, -16406, 445, -681, -11298, 2, 8, 7232, -6813, -520, 8600, -12010, -1683, 8918, -13967, -2208, @Left_Hand_To_The_Left
-18511, 532, -804, -16462, 470, -669, -11315, 9, 16, 7242, -6822, -523, 8607, -12034, -1698, 8867, -14001, -2232, @Left_Hand_To_The_Left
-18522, 547, -790, -16472, 485, -659, -11316, 18, 23, 7245, -6824, -522, 8597, -12041, -1714, 8844, -14009, -2251, @Left_Hand_To_The_Left
-18730, 519, -784, -16651, 457, -655, -11419, 21, 20, 7352, -6848, -530, 8778, -12244, -1729, 9021, -14242, -2270, @Left_Hand_To_The_Left
-18810, 516, -781, -16719, 457, -651, -11453, 9, 29, 7393, -6861, -530, 8841, -12299, -1728, 9105, -14306, -2268, @Left_Hand_To_The_Left
-18788, 530, -778, -16700, 474, -649, -11450, 56, 12, 7392, -6861, -527, 8829, -12274, -1723, 10084, -13177, -1672, @Left_Hand_To_The_Left
-18772, 538, -779, -16686, 483, -650, -11443, 70, 5, 7384, -6862, -526, 8815, -12254, -1719, 10067, -13159, -1671, @Left_Hand_To_The_Left
-18740, 556, -777, -16659, 500, -650, -11426, 80, 10, 7373, -6861, -523, 8795, -12222, -1715, 10037, -13134, -1674, @Left_Hand_To_The_Left
-18710, 559, -779, -16634, 502, -652, -11415, 93, -3, 7352, -6852, -523, 8762, -12188, -1709, 9998, -13104, -1672, @Left_Hand_To_The_Left
-18838, 547, -781, -16742, 488, -652, -11476, 66, 1, 7438, -6871, -526, 8888, -12313, -1716, 10132, -13241, -1681, @Left_Hand_To_The_Left
-18913, 519, -787, -16806, 460, -659, -11515, 32, 11, 7475, -6869, -536, 8959, -12405, -1725, 9198, -14425, -2292, @Left_Hand_To_The_Left
-18970, 513, -787, -16854, 454, -658, -11547, 18, 17, 7512, -6867, -538, 9024, -12478, -1733, 9308, -14502, -2300, @Left_Hand_To_The_Left
-18943, 516, -784, -16830, 458, -656, -11538, 27, 12, 7498, -6861, -536, 9014, -12461, -1735, 9290, -14484, -2296, @Left_Hand_To_The_Left
-18917, 524, -782, -16808, 469, -654, -11530, 49, 2, 7487, -6857, -537, 8994, -12440, -1735, 9265, -14462, -2291, @Left_Hand_To_The_Left
-18977, 516, -778, -16859, 461, -650, -11559, 29, 16, 7524, -6864, -535, 9054, -12507, -1736, 9324, -14538, -2290, @Left_Hand_To_The_Left
-18995, 520, -775, -16874, 465, -647, -11568, 25, 24, 7538, -6869, -531, 9071, -12510, -1726, 9344, -14544, -2281, @Left_Hand_To_The_Left
-19000, 529, -775, -16877, 476, -645, -11573, 28, 27, 7544, -6867, -525, 9081, -12507, -1722, 9357, -14542, -2275, @Left_Hand_To_The_Left
-19584, 842, 194, -17401, 777, 169, -11723, 259, 662, 7661, -7102, -984, 9057, -12709, -2365, 9315, -14111, -3122, @Left_Hand_To_The_Left
-19337, 833, 185, -17148, 789, 162, -11742, 246, 660, 7689, -7109, -993, 9117, -12747, -2380, 9374, -14153, -3139, @Left_Hand_To_The_Left
-19590, 763, 176, -17401, 712, 155, -11751, 178, 648, 7638, -7074, -1006, 9076, -12768, -2357, 9333, -14175, -3114, @Left_Hand_To_The_Left
-19398, 792, 184, -17202, 759, 166, -11766, 200, 659, 7690, -7097, -997, 9126, -12787, -2356, 9350, -14209, -3106, @Left_Hand_To_The_Left
-19588, 799, 178, -17393, 751, 162, -11759, 211, 662, 7688, -7103, -996, 9134, -12765, -2359, 9334, -14195, -3099, @Left_Hand_To_The_Left
-19623, 823, 176, -17427, 774, 170, -11756, 234, 673, 7714, -7114, -991, 9148, -12741, -2350, 9330, -14176, -3086, @Left_Hand_To_The_Left
-19671, 829, 175, -17472, 780, 174, -11769, 237, 679, 7742, -7120, -988, 9182, -12755, -2348, 9352, -14197, -3080, @Left_Hand_To_The_Left
-19690, 837, 176, -17489, 783, 179, -11773, 246, 677, 7752, -7123, -993, 9185, -12753, -2332, 9334, -14205, -3052, @Left_Hand_To_The_Left
-19389, 856, 164, -17185, 811, 164, -11782, 247, 679, 7767, -7125, -1004, 9211, -12756, -2331, 9354, -14212, -3047, @Left_Hand_To_The_Left
-19524, 892, 165, -17321, 834, 167, -11777, 272, 684, 7780, -7136, -1002, 9211, -12731, -2320, 9350, -14189, -3034, @Left_Hand_To_The_Left
-19554, 907, 164, -17352, 841, 170, -11772, 294, 683, 7779, -7136, -1005, 9201, -12713, -2314, 9334, -14171, -3026, @Left_Hand_To_The_Left
-19587, 841, 141, -17387, 769, 152, -11782, 220, 658, 7713, -7093, -1026, 9197, -12778, -2338, 9322, -14238, -3046, @Left_Hand_To_The_Left
-19295, 952, 145, -17139, 878, 159, -11627, 339, 648, 7589, -7090, -998, 8916, -12407, -2280, 9031, -13840, -2969, @Left_Hand_To_The_Left
-19060, 965, 168, -16884, 900, 179, -11683, 348, 672, 7679, -7126, -991, 9007, -12470, -2247, 9123, -13919, -2936, @Left_Hand_To_The_Left
-19323, 864, 138, -17141, 791, 151, -11727, 238, 642, 7624, -7074, -1025, 9029, -12624, -2289, 9141, -14079, -2980, @Left_Hand_To_The_Left
-19250, 881, 140, -17067, 819, 157, -11728, 245, 642, 7628, -7080, -1026, 9038, -12617, -2291, 9146, -14073, -2978, @Left_Hand_To_The_Left
-19327, 912, 143, -17144, 854, 161, -11724, 270, 646, 7635, -7086, -1021, 9044, -12600, -2290, 9151, -14057, -2974, @Left_Hand_To_The_Left
-19433, 927, 149, -17246, 859, 166, -11733, 284, 656, 7659, -7100, -1014, 9077, -12599, -2284, 9179, -14061, -2966, @Left_Hand_To_The_Left
-19573, 941, 156, -17379, 867, 171, -11754, 298, 659, 7702, -7118, -1011, 9121, -12610, -2275, 9220, -14080, -2956, @Left_Hand_To_The_Left
-18926, 1030, 167, -16770, 965, 180, -11616, 400, 661, 7597, -7119, -977, 8900, -12277, -2223, 8995, -13722, -2889, @Left_Hand_To_The_Left
-19122, 1030, 168, -16961, 943, 175, -11635, 410, 667, 7631, -7131, -972, 8940, -12308, -2222, 9036, -13758, -2890, @Left_Hand_To_The_Left
-19290, 1034, 168, -17124, 947, 174, -11647, 406, 669, 7656, -7133, -976, 8953, -12331, -2211, 9047, -13784, -2878, @Left_Hand_To_The_Left
-19385, 1047, 166, -17216, 954, 175, -11660, 405, 670, 7671, -7137, -977, 8976, -12375, -2228, 9069, -13832, -2896, @Left_Hand_To_The_Left
-19311, 1081, 160, -17156, 984, 173, -11612, 433, 664, 7625, -7132, -969, 8895, -12265, -2213, 8987, -13713, -2876, @Left_Hand_To_The_Left
-19331, 1071, 152, -17176, 973, 165, -11617, 415, 656, 7607, -7124, -973, 8890, -12296, -2219, 8980, -13745, -2881, @Left_Hand_To_The_Left
-19423, 1077, 149, -17258, 978, 163, -11649, 409, 653, 7649, -7133, -977, 8945, -12374, -2219, 9034, -13829, -2882, @Left_Hand_To_The_Left
-19328, 1127, 147, -17179, 1025, 164, -11591, 465, 649, 7607, -7133, -959, 8862, -12235, -2200, 8950, -13680, -2857, @Left_Hand_To_The_Left
-19240, 1144, 138, -17106, 1040, 157, -11544, 480, 638, 7544, -7122, -955, 8754, -12107, -2173, 8841, -13543, -2825, @Left_Hand_To_The_Left
-19262, 1121, 124, -17127, 1013, 143, -11554, 456, 625, 7521, -7112, -964, 8747, -12136, -2181, 8834, -13572, -2833, @Left_Hand_To_The_Left
-19411, 1096, 116, -17256, 986, 136, -11625, 424, 621, 7590, -7126, -978, 8876, -12287, -2208, 8963, -13738, -2866, @Left_Hand_To_The_Left
-19506, 1100, 122, -17339, 985, 145, -11658, 392, 660, 7641, -7142, -971, 8922, -12320, -2175, 9010, -13779, -2837, @Left_Hand_To_The_Left
-19418, 1145, 127, -17263, 1029, 152, -11615, 443, 641, 7621, -7148, -954, 8850, -12203, -2155, 8937, -13654, -2813, @Left_Hand_To_The_Left
-19500, 1135, 123, -17335, 1017, 150, -11653, 429, 633, 7653, -7154, -959, 8931, -12304, -2180, 9018, -13762, -2840, @Left_Hand_To_The_Left
-19240, 829, 720, -17069, 785, 677, -11618, 220, 1042, 7651, -7049, -944, 9153, -12511, -2250, 9586, -13876, -2976, @Left_Hand_To_The_Left
-19218, 848, 709, -17050, 802, 670, -11609, 241, 1037, 7573, -7083, -940, 9129, -12526, -2260, 9562, -13889, -2985, @Left_Hand_To_The_Left
-19208, 864, 707, -17041, 816, 670, -11605, 252, 1036, 7662, -7054, -957, 9122, -12510, -2251, 9555, -13872, -2975, @Left_Hand_To_The_Left
-19388, 877, 724, -17193, 827, 687, -11690, 257, 1054, 7744, -7120, -967, 9301, -12660, -2257, 9739, -14039, -2992, @Left_Hand_To_The_Left
-19366, 877, 722, -17174, 828, 683, -11682, 258, 1050, 7752, -7105, -968, 9275, -12652, -2255, 9713, -14030, -2989, @Left_Hand_To_The_Left
-19346, 879, 718, -17157, 827, 680, -11675, 265, 1044, 7765, -7088, -986, 9245, -12642, -2254, 9683, -14018, -2987, @Left_Hand_To_The_Left
-19425, 889, 726, -17222, 837, 689, -11714, 268, 1053, 7731, -7156, -952, 9345, -12714, -2262, 9786, -14098, -2998, @Left_Hand_To_The_Left
-19535, 814, 710, -17317, 761, 673, -11776, 190, 1040, 7831, -7092, -979, 9428, -12880, -2296, 9872, -14273, -3038, @Left_Hand_To_The_Left
-19645, 829, 723, -17410, 776, 685, -11827, 199, 1054, 7863, -7146, -908, 9534, -12915, -2267, 9981, -14319, -3015, @Left_Hand_To_The_Left
-19607, 824, 717, -17377, 770, 678, -11814, 197, 1049, 7738, -7179, -864, 9502, -12889, -2265, 9948, -14290, -3011, @Left_Hand_To_The_Left
-19557, 815, 706, -17332, 761, 665, -11801, 191, 1040, 7817, -7120, -929, 9460, -12867, -2268, 9905, -14265, -3012, @Left_Hand_To_The_Left
-19403, 784, 682, -17203, 729, 642, -11587, 126, 1065, 7721, -7051, -941, 9292, -12776, -2271, 9732, -14158, -3007, @Left_Hand_To_The_Left
-19446, 820, 690, -17239, 763, 650, -11629, 167, 1071, 7632, -7136, -787, 9348, -12780, -2267, 9789, -14166, -3006, @Left_Hand_To_The_Left
-19571, 840, 703, -17345, 782, 664, -11783, 192, 1072, 7689, -7194, -787, 9484, -12885, -2282, 9930, -14284, -3027, @Left_Hand_To_The_Left
-19423, 862, 690, -17220, 796, 654, -11727, 215, 1050, 7776, -7095, -866, 9328, -12727, -2260, 9769, -14111, -2997, @Left_Hand_To_The_Left
-19305, 886, 683, -17119, 816, 649, -11674, 239, 1036, 7755, -7070, -907, 9245, -12621, -2249, 9682, -13995, -2981, @Left_Hand_To_The_Left
-19289, 907, 681, -17105, 827, 650, -11667, 255, 1029, 7751, -7068, -918, 9220, -12594, -2243, 9657, -13966, -2974, @Left_Hand_To_The_Left
-19391, 908, 688, -17192, 823, 658, -11716, 245, 1040, 7813, -7085, -914, 9323, -12699, -2255, 9763, -14081, -2992, @Left_Hand_To_The_Left
-19344, 887, 678, -17153, 798, 649, -11540, 194, 1063, 7769, -7056, -922, 9261, -12668, -2250, 9699, -14044, -2984, @Left_Hand_To_The_Left
-19473, 904, 694, -17263, 811, 665, -11707, 216, 1073, 7882, -7084, -920, 9399, -12777, -2258, 9842, -14167, -2998, @Left_Hand_To_The_Left
-19322, 893, 682, -17135, 800, 652, -11681, 210, 1045, 7770, -7044, -915, 9190, -12552, -2162, 9559, -13966, -2858, @Left_Hand_To_The_Left
-19244, 880, 671, -17071, 784, 642, -11644, 205, 1023, 7700, -7017, -917, 9094, -12506, -2166, 9392, -13987, -2845, @Left_Hand_To_The_Left
-19243, 882, 670, -17072, 782, 643, -11643, 209, 1016, 7692, -7016, -919, 9083, -12498, -2161, 9366, -13995, -2837, @Left_Hand_To_The_Left
-19244, 926, 685, -17069, 824, 654, -11405, 219, 1048, 7742, -7044, -913, 9113, -12485, -2157, 9291, -13963, -2804, @Left_Hand_To_The_Left
-19232, 940, 684, -17058, 835, 653, -11545, 229, 1026, 7754, -7049, -915, 9117, -12495, -2164, 9245, -13969, -2796, @Left_Hand_To_The_Left
-19204, 907, 668, -17033, 800, 640, -11542, 188, 1007, 7712, -7024, -926, 9081, -12511, -2168, 9162, -13990, -2788, @Left_Hand_To_The_Left
-19233, 930, 671, -17058, 823, 648, -11585, 211, 1012, 7554, -7128, -923, 9105, -12513, -2160, 9155, -14000, -2775, @Left_Hand_To_The_Left
-19220, 959, 675, -17046, 851, 649, -11640, 254, 1012, 7647, -7113, -930, 9103, -12484, -2148, 9137, -13972, -2760, @Left_Hand_To_The_Left
-19245, 937, 668, -17066, 832, 642, -11658, 247, 1005, 7645, -7109, -945, 9122, -12507, -2144, 9137, -13999, -2753, @Left_Hand_To_The_Left
-19327, 953, 666, -17137, 845, 643, -11697, 261, 1004, 7709, -7127, -959, 9185, -12572, -2148, 9179, -14075, -2755, @Left_Hand_To_The_Left
-19330, 961, 659, -17140, 848, 638, -11699, 268, 1002, 7752, -7109, -959, 9183, -12590, -2148, 9169, -14094, -2753, @Left_Hand_To_The_Left
-19281, 941, 637, -17098, 824, 617, -11682, 248, 981, 7638, -7108, -957, 9128, -12566, -2146, 9108, -14065, -2747, @Left_Hand_To_The_Left
-19285, 953, 629, -17104, 834, 612, -11678, 262, 976, 7654, -7102, -954, 9103, -12558, -2144, 9077, -14057, -2743, @Left_Hand_To_The_Left
-19384, 1163, 595, -17223, 1072, 560, -11603, 481, 884, 7528, -7195, -612, 9019, -12189, -1888, 9065, -13656, -2520, @Left_Hand_To_The_Left
-19495, 1183, 594, -17318, 1090, 563, -11651, 502, 890, 7641, -7209, -612, 9149, -12346, -1914, 9193, -13824, -2551, @Left_Hand_To_The_Left
-20001, 981, 584, -17756, 887, 553, -11905, 286, 890, 8064, -7064, -783, 9114, -12151, -1616, 7714, -13571, -580, @Left_Hand_To_The_Left
-19916, 1040, 581, -17682, 947, 550, -11861, 352, 887, 7994, -7105, -745, 9349, -12681, -1877, 7675, -13318, -539, @Left_Hand_To_The_Left
-19370, 1206, 569, -17215, 1117, 540, -11590, 541, 868, 7564, -7177, -613, 8963, -12183, -1860, 9430, -13852, -2183, @Left_Hand_To_The_Left
-19309, 1217, 557, -17164, 1125, 528, -11560, 553, 854, 7423, -7198, -568, 8913, -12171, -1890, 9409, -13829, -2239, @Left_Hand_To_The_Left
-19332, 1231, 563, -17183, 1141, 534, -11570, 564, 864, 7448, -7211, -604, 8863, -12095, -1837, 9378, -13890, -2635, @Left_Hand_To_The_Left
-19270, 1228, 553, -17130, 1140, 523, -11545, 564, 850, 7429, -7180, -587, 8615, -11957, -1611, 9228, -13822, -2468, @Left_Hand_To_The_Left
-19672, 1197, 580, -17474, 1106, 553, -11731, 512, 887, 7558, -7283, -605, 9228, -12576, -1952, 9545, -14013, -2643, @Left_Hand_To_The_Left
-19686, 1198, 579, -17487, 1107, 552, -11736, 515, 886, 7532, -7294, -603, 9246, -12594, -1961, 9544, -14028, -2670, @Left_Hand_To_The_Left
-19792, 1214, 589, -17576, 1123, 563, -11784, 526, 903, 7607, -7327, -594, 9363, -12704, -1973, 9667, -14144, -2695, @Left_Hand_To_The_Left
-19836, 1096, 537, -17617, 1003, 514, -11820, 407, 855, 7532, -7265, -627, 9358, -12845, -2016, 9651, -14285, -2747, @Left_Hand_To_The_Left
-19860, 1126, 533, -17638, 1035, 516, -11825, 435, 860, 7558, -7291, -609, 9394, -12843, -2013, 9666, -14288, -2748, @Left_Hand_To_The_Left
-19889, 1139, 529, -17662, 1047, 515, -11838, 448, 864, 7735, -7246, -661, 9432, -12855, -2007, 9678, -14304, -2750, @Left_Hand_To_The_Left
-19977, 1048, 501, -17738, 957, 490, -11893, 355, 846, 7756, -7198, -709, 9426, -13020, -1968, 9606, -14491, -2707, @Left_Hand_To_The_Left
-20028, 1100, 513, -17780, 1007, 502, -11911, 401, 860, 7824, -7242, -700, 9121, -12275, -1572, 9214, -13742, -2348, @Left_Hand_To_The_Left
-19914, 1128, 504, -17682, 1036, 493, -11858, 435, 852, 7630, -7296, -629, 9303, -12558, -1818, 9414, -14017, -2583, @Left_Hand_To_The_Left
-19993, 1080, 497, -17750, 988, 486, -11900, 383, 847, 7602, -7295, -620, 9469, -12871, -1931, 9577, -14335, -2704, @Left_Hand_To_The_Left
-19947, 1076, 483, -17712, 984, 472, -11879, 378, 834, 7543, -7285, -613, 9430, -12851, -1949, 9542, -14305, -2727, @Left_Hand_To_The_Left
-20047, 1049, 487, -17799, 957, 475, -11928, 345, 840, 7803, -7194, -640, 9121, -12210, -1621, 7820, -13621, -445, @Left_Hand_To_The_Left
-20003, 1088, 492, -17760, 997, 479, -11904, 385, 844, 7663, -7265, -592, 9423, -12842, -1939, 10010, -14701, -2293, @Left_Hand_To_The_Left
-19899, 1120, 493, -17670, 1030, 480, -11854, 418, 843, 8125, -7034, -715, 8953, -12117, -1601, 7643, -13602, -575, @Left_Hand_To_The_Left
-19627, 1214, 497, -17436, 1129, 484, -11719, 522, 841, 8010, -6908, -690, 8726, -11920, -1564, 7470, -13427, -585, @Left_Hand_To_The_Left
-19700, 1132, 472, -17501, 1047, 459, -11762, 438, 817, 7517, -7229, -801, 9210, -12561, -1933, 9774, -14339, -2217, @Left_Hand_To_The_Left
-19567, 1177, 474, -17386, 1093, 461, -11696, 488, 817, 7458, -7231, -742, 9100, -12428, -1919, 9647, -14160, -2218, @Left_Hand_To_The_Left
-19761, 1096, 456, -17554, 1009, 442, -11796, 396, 802, 7574, -7189, -637, 9264, -12691, -1969, 9827, -14524, -2319, @Left_Hand_To_The_Left
-19785, 1047, 447, -17575, 961, 433, -11811, 346, 794, 8075, -6926, -749, 8820, -11980, -1602, 7473, -13382, -549, @Left_Hand_To_The_Left
-19579, 1143, 457, -17397, 1057, 443, -11708, 447, 798, 7329, -7237, -569, 8987, -12390, -1872, 9540, -14107, -2214, @Left_Hand_To_The_Left
-19492, 1201, 465, -17322, 1116, 450, -11661, 509, 804, 7610, -6749, -734, 9008, -12370, -1918, 9474, -14244, -2220, @Left_Hand_To_The_Left
-19328, 1259, 469, -17180, 1174, 455, -11579, 575, 805, 7213, -7270, -483, 8891, -12203, -1910, 9450, -13847, -2295, @Left_Hand_To_The_Left
-19595, 1252, 493, -17408, 1166, 478, -11702, 557, 835, 7374, -7327, -492, 9146, -12462, -1933, 9736, -14174, -2319, @Left_Hand_To_The_Left
-19607, 1252, 494, -17418, 1165, 479, -11707, 555, 835, 7378, -7329, -493, 9147, -12476, -1928, 9737, -14191, -2313, @Left_Hand_To_The_Left
-19595, 1277, 504, -17408, 1189, 489, -11688, 571, 913, 7397, -7338, -495, 9156, -12460, -1927, 9743, -14168, -2311, @Left_Hand_To_The_Left
5270, -2851, -8169, 3216, -2612, -7624, -2579, -2634, -5686, 6856, -6672, -760, 7741, -11948, -2819, 8036, -13706, -3416, @Left_Hand_To_The_Right
5267, -2842, -8171, 3214, -2606, -7625, -2581, -2640, -5694, 6858, -6666, -770, 7722, -11975, -2819, 8011, -13745, -3414, @Left_Hand_To_The_Right
5280, -2839, -8190, 3227, -2600, -7637, -2581, -2645, -5709, 6865, -6672, -775, 7742, -11953, -2825, 8035, -13714, -3420, @Left_Hand_To_The_Right
5283, -2841, -8203, 3229, -2600, -7648, -2581, -2654, -5721, 6871, -6678, -779, 7747, -11987, -2848, 8039, -13756, -3449, @Left_Hand_To_The_Right
5281, -2854, -8216, 3229, -2605, -7655, -2581, -2663, -5730, 6870, -6675, -780, 7745, -11969, -2832, 8037, -13733, -3427, @Left_Hand_To_The_Right
5278, -2854, -8208, 3230, -2598, -7644, -2576, -2663, -5726, 6866, -6664, -776, 7747, -11941, -2808, 8041, -13701, -3397, @Left_Hand_To_The_Right
5279, -2854, -8217, 3232, -2594, -7649, -2575, -2664, -5734, 6870, -6660, -778, 7753, -11896, -2785, 8048, -13642, -3366, @Left_Hand_To_The_Right
5309, -2815, -8231, 3248, -2573, -7681, -2575, -2654, -5764, 6887, -6680, -794, 7740, -11951, -2809, 8025, -13708, -3391, @Left_Hand_To_The_Right
5310, -2817, -8237, 3249, -2571, -7683, -2574, -2656, -5769, 6895, -6683, -797, 7765, -11919, -2810, 8054, -13664, -3392, @Left_Hand_To_The_Right
5313, -2814, -8238, 3252, -2570, -7683, -2573, -2660, -5771, 6900, -6678, -797, 7773, -11899, -2813, 8063, -13639, -3396, @Left_Hand_To_The_Right
5322, -2824, -8265, 3260, -2573, -7703, -2304, -2642, -5837, 6915, -6689, -804, 7763, -12009, -2837, 8046, -13783, -3426, @Left_Hand_To_The_Right
5299, -2820, -8240, 3239, -2575, -7684, -2436, -2675, -5787, 6895, -6675, -797, 7700, -12044, -2804, 7969, -13834, -3384, @Left_Hand_To_The_Right
5325, -2817, -8189, 3259, -2576, -7654, -2297, -2661, -5792, 6887, -6678, -803, 7702, -12015, -2815, 7974, -13794, -3397, @Left_Hand_To_The_Right
5315, -2809, -8201, 3249, -2577, -7665, -2434, -2677, -5764, 6893, -6677, -809, 7712, -11981, -2794, 7985, -13748, -3367, @Left_Hand_To_The_Right
5284, -2798, -8192, 3223, -2573, -7656, -2485, -2678, -5749, 6875, -6663, -812, 7712, -11957, -2803, 7991, -13721, -3377, @Left_Hand_To_The_Right
5282, -2794, -8193, 3221, -2569, -7654, -2504, -2677, -5743, 6878, -6663, -816, 7713, -11927, -2801, 7991, -13681, -3373, @Left_Hand_To_The_Right
5280, -2678, -8223, 3199, -2539, -7722, -2532, -2662, -5779, 6894, -6679, -825, 7741, -11876, -2806, 8023, -13609, -3378, @Left_Hand_To_The_Right
5284, -2753, -8228, 3218, -2552, -7686, -2528, -2676, -5755, 6898, -6679, -826, 7755, -11841, -2807, 8041, -13562, -3379, @Left_Hand_To_The_Right
5282, -2620, -8228, 3196, -2519, -7737, -2440, -2665, -5795, 6896, -6686, -827, 7754, -11850, -2806, 8040, -13572, -3377, @Left_Hand_To_The_Right
5268, -2642, -8294, 3192, -2520, -7759, -2496, -2676, -5792, 6907, -6701, -831, 7773, -11860, -2818, 8061, -13579, -3391, @Left_Hand_To_The_Right
5261, -2644, -8326, 3191, -2513, -7768, -2524, -2680, -5793, 6908, -6707, -835, 7783, -11855, -2829, 8074, -13571, -3405, @Left_Hand_To_The_Right
5269, -2682, -8324, 3210, -2505, -7739, -2525, -2681, -5776, 6913, -6706, -837, 7784, -11868, -2853, 8075, -13588, -3436, @Left_Hand_To_The_Right
5259, -2623, -8353, 3190, -2495, -7787, -2428, -2663, -5833, 6917, -6713, -840, 7789, -11874, -2857, 8080, -13595, -3440, @Left_Hand_To_The_Right
5250, -2692, -8378, 3192, -2511, -7783, -2421, -2674, -5834, 6921, -6719, -842, 7786, -11877, -2864, 8075, -13596, -3449, @Left_Hand_To_The_Right
5255, -2647, -8356, 3182, -2508, -7798, -2270, -2646, -5880, 6917, -6714, -838, 7774, -11931, -2887, 8060, -13671, -3480, @Left_Hand_To_The_Right
5277, -2612, -8330, 3197, -2491, -7793, -2450, -2668, -5830, 6925, -6697, -825, 7795, -11872, -2854, 8085, -13598, -3441, @Left_Hand_To_The_Right
5287, -2602, -8319, 3203, -2488, -7792, -2496, -2680, -5818, 6931, -6698, -824, 7790, -11867, -2849, 8076, -13590, -3434, @Left_Hand_To_The_Right
5289, -2627, -8340, 3209, -2490, -7798, -2515, -2682, -5818, 6946, -6707, -828, 7796, -11872, -2847, 8079, -13594, -3430, @Left_Hand_To_The_Right
5274, -2633, -8308, 3196, -2494, -7772, -2415, -2667, -5823, 6926, -6699, -822, 7737, -11976, -2851, 8008, -13735, -3438, @Left_Hand_To_The_Right
5275, -2635, -8283, 3199, -2491, -7751, -2277, -2643, -5839, 6921, -6691, -820, 7736, -11963, -2857, 8008, -13720, -3446, @Left_Hand_To_The_Right
5281, -2635, -8275, 3200, -2497, -7757, -2446, -2674, -5801, 6927, -6699, -824, 7711, -12009, -2865, 7973, -13779, -3456, @Left_Hand_To_The_Right
5290, -2708, -8261, 3216, -2520, -7724, -2475, -2694, -5775, 6924, -6701, -820, 7759, -11921, -2847, 8037, -13660, -3433, @Left_Hand_To_The_Right
5274, -2715, -8253, 3202, -2530, -7717, -2501, -2697, -5762, 6907, -6709, -816, 7766, -11900, -2843, 8052, -13630, -3429, @Left_Hand_To_The_Right
6752, -1560, -6155, 4547, -1508, -6043, -2031, -2404, -4933, 6858, -6680, -1054, 7565, -11641, -2549, 7800, -13295, -2959, @Left_Hand_To_The_Right
6755, -1553, -6151, 4341, -1527, -6003, -2209, -2171, -4525, 6863, -6682, -1030, 7527, -11912, -2668, 7749, -13656, -3127, @Left_Hand_To_The_Right
6751, -1545, -6150, 4459, -1519, -6033, -2112, -2388, -4861, 6862, -6678, -1024, 7502, -11987, -2663, 7716, -13757, -3122, @Left_Hand_To_The_Right
6750, -1547, -6147, 4509, -1515, -6043, -2063, -2404, -4903, 6857, -6682, -1005, 7452, -12145, -2664, 7651, -13966, -3129, @Left_Hand_To_The_Right
6759, -1534, -6156, 4541, -1498, -6036, -2041, -2401, -4925, 6869, -6687, -991, 7487, -12146, -2716, 7694, -13965, -3204, @Left_Hand_To_The_Right
