@relation staticBodyGestures

@attribute HandLeft_X real 
@attribute HandLeft_Y real 
@attribute HandLeft_Z real 
@attribute WristLeft_X real 
@attribute WristLeft_Y real 
@attribute WristLeft_Z real 
@attribute ElbowLeft_X real 
@attribute ElbowLeft_Y real 
@attribute ElbowLeft_Z real 
@attribute ElbowRight_X real 
@attribute ElbowRight_Y real 
@attribute ElbowRight_Z real 
@attribute WristRight_X real 
@attribute WristRight_Y real 
@attribute WristRight_Z real 
@attribute HandRight_X real 
@attribute HandRight_Y real 
@attribute HandRight_Z real 
@attribute gesture {Left_Hand_Up, Left_Hand_To_The_Left, Left_Hand_To_The_Right, Right_Hand_Up, Right_Hand_To_The_Left, Right_Hand_To_The_Right, Both_Hands_Up, Both_Hands_Down} 

@data 
-6184, 15977, -2153, -6682, 14080, -1899, -7165, 6020, -810, 6785, 5598, -1691, 6466, 13695, -1918, 5989, 15613, -1838, Both_Hands_Up
-6156, 15996, -2129, -6669, 14101, -1881, -7162, 6036, -801, 6786, 5603, -1690, 6465, 13704, -1911, 5985, 15622, -1834, Both_Hands_Up
-6130, 15971, -2120, -6665, 14086, -1871, -7155, 6030, -789, 6853, 7746, -1955, 6462, 14032, -1926, 5995, 15948, -1824, Both_Hands_Up
-6263, 15641, -2063, -6754, 13331, -1833, -7153, 6028, -791, 6855, 7746, -1951, 6465, 14045, -1929, 5995, 15963, -1838, Both_Hands_Up
-6212, 15923, -2083, -6679, 14014, -1861, -7158, 6034, -789, 6858, 7754, -1949, 6467, 14079, -1930, 5994, 15997, -1843, Both_Hands_Up
-6189, 16001, -2090, -6665, 14098, -1858, -7153, 6031, -793, 6864, 7742, -1964, 6455, 14076, -1932, 5985, 15994, -1854, Both_Hands_Up
-6175, 15976, -2104, -6650, 14078, -1862, -7146, 6023, -798, 6850, 7736, -1959, 6434, 14053, -1942, 5966, 15967, -1874, Both_Hands_Up
-6171, 16018, -2116, -6655, 14123, -1873, -7151, 6067, -808, 6844, 7738, -1950, 6420, 14062, -1940, 5958, 15977, -1879, Both_Hands_Up
-6151, 16031, -2143, -6645, 14141, -1881, -7145, 6082, -819, 6898, 7724, -1958, 6425, 14070, -1945, 5964, 15986, -1890, Both_Hands_Up
-6131, 16020, -2162, -6632, 14136, -1891, -7142, 6085, -828, 6833, 6156, -1773, 6415, 14063, -1941, 5958, 15977, -1888, Both_Hands_Up
-6136, 16048, -2160, -6637, 14161, -1890, -7155, 6098, -833, 6873, 7743, -1903, 6420, 14087, -1931, 5961, 16002, -1877, Both_Hands_Up
-6127, 16016, -2165, -6633, 14132, -1887, -7149, 6065, -839, 6874, 7756, -1892, 6430, 14106, -1918, 5974, 16022, -1865, Both_Hands_Up
-6102, 16033, -2163, -6610, 14151, -1891, -7139, 6088, -860, 6876, 7749, -1884, 6436, 14094, -1908, 5989, 16010, -1863, Both_Hands_Up
-6108, 16106, -2166, -6614, 14219, -1900, -7151, 6139, -876, 6888, 7768, -1875, 6451, 14125, -1897, 6006, 16045, -1857, Both_Hands_Up
-6103, 16116, -2196, -6609, 14232, -1920, -7145, 6153, -888, 6885, 7768, -1873, 6451, 14124, -1896, 6002, 16042, -1865, Both_Hands_Up
-6088, 16112, -2240, -6598, 14235, -1941, -7136, 6162, -903, 6877, 7764, -1882, 6447, 14106, -1906, 6000, 16023, -1883, Both_Hands_Up
-6095, 16117, -2273, -6604, 14244, -1968, -7141, 6181, -920, 6848, 7746, -1886, 6420, 13948, -1959, 6002, 15867, -1906, Both_Hands_Up
-6530, 13574, -4437, -7021, 11725, -3953, -7652, 5846, -2321, 8159, 5354, -2895, 6979, 11165, -4447, 6156, 13700, -4731, Both_Hands_Up
-6396, 13820, -4463, -6926, 11809, -3938, -7638, 5915, -2277, 8198, 5417, -2836, 7082, 11275, -4362, 6299, 13835, -4663, Both_Hands_Up
-6190, 14051, -4626, -6763, 11879, -4042, -7580, 6011, -2373, 8195, 5465, -2879, 7150, 11325, -4412, 6377, 13889, -4662, Both_Hands_Up
-5840, 14441, -4716, -6646, 11948, -4157, -7525, 6091, -2464, 8211, 5502, -2914, 7198, 11357, -4466, 6423, 13913, -4752, Both_Hands_Up
-5730, 14279, -4826, -6562, 11832, -4207, -7506, 6053, -2487, 8083, 5518, -2988, 7051, 11308, -4500, 6266, 13824, -4838, Both_Hands_Up
-5408, 15092, -5265, -5952, 13518, -4237, -7482, 6023, -2431, 8089, 5562, -2934, 6994, 11314, -4460, 6192, 13815, -4784, Both_Hands_Up
-5649, 14450, -4824, -6352, 12069, -3898, -7503, 6043, -2456, 8088, 5558, -2894, 6948, 11473, -4466, 6113, 13967, -4787, Both_Hands_Up
-5368, 15573, -5351, -5823, 13936, -4354, -7540, 6216, -2575, 8121, 5637, -2974, 6926, 11699, -4549, 6082, 14208, -4861, Both_Hands_Up
-5248, 15719, -5347, -5869, 13977, -4676, -7515, 6263, -2692, 8118, 5663, -3018, 6867, 11828, -4645, 6027, 14334, -4954, Both_Hands_Up
-5515, 14698, -5113, -6164, 12263, -4311, -7463, 6208, -2757, 8042, 5630, -3025, 6840, 11604, -4638, 5992, 14083, -5000, Both_Hands_Up
-5474, 14749, -5227, -6269, 12300, -4568, -7481, 6252, -2852, 8073, 5685, -3064, 6834, 11641, -4719, 5979, 14130, -5086, Both_Hands_Up
-5444, 14757, -5304, -6307, 12315, -4694, -7483, 6223, -2831, 8080, 5739, -3064, 6855, 11665, -4411, 5966, 14109, -4973, Both_Hands_Up
-5155, 15574, -5838, -5707, 13931, -4916, -7473, 6215, -2811, 8049, 5746, -3065, 6792, 11674, -4525, 5917, 14152, -4914, Both_Hands_Up
-5493, 14812, -5333, -6266, 12408, -4496, -7481, 6216, -2811, 8043, 5732, -3042, 6794, 11710, -4570, 5917, 14199, -4903, Both_Hands_Up
-5513, 14810, -5324, -6299, 12389, -4570, -7458, 6210, -2792, 8024, 5760, -3026, 6777, 11698, -4560, 5901, 14184, -4879, Both_Hands_Up
-5554, 14752, -5333, -6354, 12327, -4617, -7466, 6205, -2791, 8017, 5756, -3033, 6746, 11729, -4550, 5868, 14212, -4857, Both_Hands_Up
-5577, 14754, -5333, -6404, 12328, -4649, -7487, 6220, -2772, 8060, 5760, -3025, 6789, 11714, -4524, 5898, 14195, -4826, Both_Hands_Up
-5584, 14702, -5330, -6429, 12280, -4658, -7495, 6232, -2781, 8039, 5755, -3049, 6770, 11732, -4529, 5880, 14212, -4824, Both_Hands_Up
-5601, 14713, -5333, -6452, 12290, -4666, -7493, 6260, -2772, 8044, 5769, -3061, 6779, 11832, -4535, 5877, 14310, -4831, Both_Hands_Up
-5613, 14715, -5343, -6451, 12286, -4674, -7493, 6299, -2772, 8075, 5776, -3078, 6787, 11862, -4556, 5883, 14341, -4846, Both_Hands_Up
-5589, 14806, -5370, -6421, 12364, -4700, -7500, 6300, -2759, 8131, 5795, -3090, 6826, 11939, -4564, 5921, 14430, -4844, Both_Hands_Up
-5544, 14833, -5357, -6366, 12390, -4693, -7486, 6289, -2741, 8124, 5784, -3084, 6835, 11881, -4532, 5932, 14370, -4809, Both_Hands_Up
-5515, 14844, -5339, -6342, 12402, -4681, -7449, 6287, -2719, 8129, 5792, -3077, 6861, 11910, -4497, 5962, 14401, -4754, Both_Hands_Up
-5275, 15800, -5765, -5670, 14037, -4974, -7444, 6325, -2720, 8146, 5807, -3075, 6891, 11935, -4476, 6017, 14446, -4697, Both_Hands_Up
-5439, 14974, -5322, -6172, 12509, -4604, -7448, 6323, -2706, 8141, 5798, -3071, 6904, 11936, -4454, 6022, 14448, -4661, Both_Hands_Up
-5479, 14692, -5221, -6210, 12222, -4525, -7436, 6300, -2681, 8137, 5774, -3058, 6932, 11885, -4413, 6047, 14395, -4608, Both_Hands_Up
-5467, 14674, -5202, -6224, 12212, -4521, -7424, 6284, -2666, 8124, 5759, -3045, 6920, 11858, -4390, 6047, 14369, -4571, Both_Hands_Up
-5471, 14664, -5190, -6232, 12207, -4515, -7406, 6273, -2646, 8113, 5741, -3028, 6898, 11841, -4367, 6044, 14353, -4544, Both_Hands_Up
-5473, 14654, -5186, -6242, 12201, -4515, -7394, 6279, -2631, 8127, 5740, -3026, 6895, 11829, -4358, 6050, 14342, -4534, Both_Hands_Up
-5477, 14628, -5177, -6259, 12180, -4511, -7395, 6274, -2616, 8143, 5751, -3030, 6884, 11840, -4356, 6054, 14355, -4534, Both_Hands_Up
-5468, 14642, -5161, -6252, 12194, -4499, -7392, 6281, -2601, 8159, 5731, -3029, 6902, 11815, -4353, 6069, 14330, -4528, Both_Hands_Up
-5185, 15675, -5601, -5583, 13932, -4794, -7388, 6270, -2579, 8152, 5737, -3029, 6915, 11784, -4343, 6090, 14300, -4506, Both_Hands_Up
-5371, 14772, -5133, -6110, 12334, -4403, -7369, 6266, -2559, 8153, 5731, -3031, 6922, 11777, -4336, 6110, 14294, -4498, Both_Hands_Up
-4885, 15962, -3285, -5254, 14096, -2989, -6130, 7359, -1701, 5463, 7540, -3257, 5066, 13408, -3738, 5015, 15329, -3631, Both_Hands_Up
-4921, 16154, -3253, -5285, 14273, -2967, -6158, 7429, -1696, 5497, 7659, -3270, 5328, 13703, -3740, 5261, 15636, -3622, Both_Hands_Up
-4969, 16294, -3258, -5336, 14401, -2973, -6199, 7514, -1738, 5591, 7686, -3289, 5423, 13858, -3760, 5384, 15803, -3641, Both_Hands_Up
-5048, 16418, -3247, -5418, 14513, -2970, -6268, 7607, -1776, 5659, 7680, -3293, 5600, 13675, -3753, 5551, 15509, -3669, Both_Hands_Up
-5084, 16528, -3239, -5422, 14610, -2961, -6267, 7641, -1784, 5751, 7709, -3275, 5749, 13878, -3708, 5672, 15842, -3648, Both_Hands_Up
-5136, 16871, -3330, -5472, 14936, -3069, -6321, 7960, -1921, 5797, 7853, -3316, 5821, 14294, -3776, 5787, 16273, -3717, Both_Hands_Up
-5187, 16773, -3280, -5542, 14825, -3039, -6448, 8207, -2003, 5889, 7710, -3232, 5905, 14290, -3673, 5913, 16283, -3593, Both_Hands_Up
-5175, 16889, -3254, -5508, 14938, -3021, -6345, 8230, -1997, 5881, 7712, -3136, 5904, 14439, -3602, 5923, 16430, -3518, Both_Hands_Up
-4991, 16720, -3225, -5362, 14794, -3016, -6283, 8279, -2044, 5864, 7519, -3043, 5884, 14303, -3539, 5895, 16275, -3472, Both_Hands_Up
-5024, 16885, -3266, -5416, 14950, -3066, -6311, 8126, -2036, 5853, 7767, -3089, 5862, 14483, -3547, 5869, 16466, -3484, Both_Hands_Up
-5039, 16914, -3250, -5411, 14975, -3054, -6309, 7934, -1989, 5839, 7976, -3089, 5808, 14521, -3520, 5804, 16504, -3455, Both_Hands_Up
-5014, 17025, -3283, -5374, 15083, -3094, -6276, 8032, -2027, 5840, 7885, -3069, 5842, 14676, -3543, 5832, 16659, -3482, Both_Hands_Up
-5004, 17128, -3301, -5318, 15179, -3098, -6245, 8070, -2035, 5882, 7860, -3041, 5917, 14479, -3507, 5860, 16462, -3510, Both_Hands_Up
-4996, 17093, -3267, -5275, 15146, -3060, -6199, 8001, -1985, 5902, 7896, -3026, 5916, 14546, -3490, 5871, 16523, -3476, Both_Hands_Up
-4976, 17122, -3259, -5238, 15178, -3054, -6159, 8031, -1973, 5887, 7829, -3005, 5899, 14640, -3496, 5878, 16611, -3475, Both_Hands_Up
-4947, 17114, -3210, -5212, 15173, -3027, -6149, 8034, -1974, 5887, 7804, -2990, 5869, 14640, -3502, 5850, 16607, -3476, Both_Hands_Up
-4940, 17109, -3191, -5212, 15173, -3016, -6127, 8039, -1958, 5865, 7777, -2972, 5826, 14644, -3503, 5801, 16607, -3472, Both_Hands_Up
-4948, 17114, -3160, -5221, 15174, -2987, -6145, 8004, -1933, 5885, 7851, -2969, 5816, 14650, -3490, 5789, 16616, -3457, Both_Hands_Up
-4944, 17095, -3136, -5229, 15154, -2972, -6153, 7966, -1918, 5895, 7912, -2978, 5797, 14636, -3484, 5765, 16604, -3448, Both_Hands_Up
-4921, 17170, -3119, -5222, 15236, -2965, -6161, 8034, -1919, 5831, 7811, -2945, 5740, 14696, -3494, 5702, 16659, -3455, Both_Hands_Up
-4902, 16971, -3054, -5213, 15050, -2903, -6147, 7864, -1859, 5797, 7906, -2955, 5661, 14498, -3441, 5623, 16449, -3404, Both_Hands_Up
-4909, 16930, -3034, -5215, 15010, -2872, -6156, 7791, -1834, 5810, 7968, -2974, 5665, 13963, -3454, 5611, 15919, -3396, Both_Hands_Up
-4956, 16926, -3001, -5256, 15006, -2836, -6177, 7728, -1792, 5800, 8037, -2972, 5641, 14108, -3445, 5567, 16055, -3373, Both_Hands_Up
-4968, 16833, -2987, -5265, 14918, -2815, -6173, 7690, -1779, 5797, 7987, -2974, 5623, 14002, -3449, 5539, 15944, -3376, Both_Hands_Up
-4961, 16741, -2971, -5254, 14831, -2798, -6161, 7626, -1767, 5788, 7904, -2968, 5629, 14045, -3427, 5534, 15981, -3358, Both_Hands_Up
-4953, 16752, -2977, -5245, 14843, -2801, -6142, 7642, -1776, 5811, 7904, -2976, 5678, 14144, -3431, 5569, 16079, -3364, Both_Hands_Up
-4960, 16770, -2988, -5249, 14858, -2810, -6151, 7686, -1789, 5849, 7903, -2995, 5727, 14202, -3447, 5620, 16139, -3384, Both_Hands_Up
-4972, 16715, -2992, -5258, 14804, -2818, -6163, 7698, -1802, 5884, 7857, -3011, 5755, 14166, -3459, 5670, 16103, -3410, Both_Hands_Up
-4980, 16739, -3001, -5269, 14826, -2838, -6172, 7752, -1819, 5932, 7888, -3032, 5808, 14211, -3477, 5775, 16152, -3439, Both_Hands_Up
-5011, 16824, -3020, -5302, 14904, -2861, -6201, 7815, -1839, 5984, 7921, -3032, 5868, 14322, -3489, 5825, 16269, -3455, Both_Hands_Up
-5034, 16746, -3052, -5333, 14838, -2905, -6214, 7848, -1892, 5929, 7793, -3012, 5836, 14308, -3496, 5801, 16244, -3459, Both_Hands_Up
-5000, 16377, -3027, -5309, 14482, -2898, -6234, 7965, -1972, 5946, 7555, -2972, 5848, 13996, -3444, 5835, 15920, -3403, Both_Hands_Up
-5090, 16505, -3059, -5411, 14600, -2935, -6304, 7912, -1967, 5949, 7703, -2978, 5865, 14128, -3422, 5852, 16064, -3374, Both_Hands_Up
-5846, 13472, -4050, -6039, 11719, -3570, -6437, 6149, -2113, 5719, 5888, -3348, 4800, 11473, -4296, 4414, 13249, -4493, Both_Hands_Up
-5993, 13727, -4054, -6142, 11964, -3566, -6493, 5475, -1709, 5700, 6106, -3350, 4683, 11699, -4281, 4368, 13494, -4495, Both_Hands_Up
-6052, 13623, -4023, -6185, 11868, -3534, -6498, 5223, -1581, 5638, 6046, -3331, 4591, 11606, -4262, 4282, 13394, -4471, Both_Hands_Up
-5955, 13249, -4026, -6100, 11517, -3537, -6391, 5321, -1757, 5619, 5784, -3346, 4552, 11270, -4283, 4256, 13041, -4471, Both_Hands_Up
-5910, 12957, -3969, -6050, 11246, -3488, -6363, 5228, -1764, 5527, 5569, -3305, 4454, 10982, -4241, 4172, 12733, -4425, Both_Hands_Up
-5941, 12857, -3944, -6084, 11150, -3466, -6384, 5155, -1751, 5475, 5480, -3292, 4385, 10878, -4222, 4103, 12624, -4413, Both_Hands_Up
-6018, 13037, -3931, -6158, 11315, -3451, -6424, 5159, -1657, 5487, 5640, -3294, 4373, 11080, -4224, 4080, 12838, -4424, Both_Hands_Up
-6087, 13473, -3934, -6244, 11718, -3456, -6376, 5334, -1575, 5583, 5959, -3319, 4468, 11501, -4259, 4138, 13286, -4451, Both_Hands_Up
-6062, 13775, -4006, -6191, 12033, -3535, -6393, 6509, -2096, 5489, 5774, -3301, 4457, 11278, -4254, 4082, 13037, -4445, Both_Hands_Up
-6057, 13355, -3914, -6173, 11609, -3451, -6296, 5524, -1728, 5532, 5829, -3319, 4549, 11344, -4303, 4125, 13095, -4481, Both_Hands_Up
-6071, 13868, -3991, -6195, 12111, -3527, -6357, 6553, -2052, 5588, 5966, -3325, 4656, 11518, -4357, 4209, 13276, -4530, Both_Hands_Up
-6129, 13733, -3936, -6252, 11957, -3478, -6393, 6123, -1898, 5676, 6099, -3345, 4726, 11702, -4380, 4287, 13477, -4574, Both_Hands_Up
-6145, 13907, -3956, -6278, 12117, -3499, -6439, 5757, -1739, 5757, 6205, -3369, 4848, 11857, -4435, 4364, 13634, -4630, Both_Hands_Up
-6108, 13919, -3936, -6262, 12127, -3492, -6489, 5495, -1585, 5794, 6217, -3368, 4886, 11870, -4446, 4490, 13664, -4693, Both_Hands_Up
-6088, 13945, -3920, -6268, 12149, -3483, -6483, 5592, -1608, 5822, 6250, -3374, 4905, 11915, -4455, 4508, 13712, -4707, Both_Hands_Up
-5972, 13745, -3917, -6177, 11956, -3495, -6477, 5580, -1681, 5834, 6088, -3392, 4929, 11730, -4472, 4522, 13516, -4723, Both_Hands_Up
-5903, 13749, -3918, -6136, 11960, -3497, -6411, 6267, -1979, 5861, 6079, -3404, 4948, 11729, -4483, 4562, 13521, -4745, Both_Hands_Up
-5846, 13767, -3895, -6107, 11979, -3484, -6410, 5733, -1754, 5873, 6094, -3392, 4886, 12907, -4646, 4557, 15178, -4940, Both_Hands_Up
-5857, 13920, -3877, -6133, 12124, -3467, -6468, 6341, -1918, 5890, 6202, -3376, 5000, 11884, -4517, 4538, 13679, -4705, Both_Hands_Up
-5711, 13684, -3850, -5997, 11909, -3449, -6356, 6293, -1976, 5873, 6051, -3360, 4994, 11667, -4485, 4539, 13441, -4682, Both_Hands_Up
-5756, 13834, -3834, -6044, 12048, -3435, -6456, 5799, -1714, 5886, 6161, -3346, 4988, 11812, -4461, 4544, 13597, -4686, Both_Hands_Up
-5682, 13736, -3825, -5969, 11958, -3432, -6411, 5614, -1676, 5884, 6110, -3340, 4991, 11730, -4444, 4541, 13502, -4677, Both_Hands_Up
-5696, 13832, -3810, -5977, 12049, -3414, -6681, 5539, -1529, 5899, 6181, -3318, 5009, 11817, -4411, 4550, 13589, -4662, Both_Hands_Up
-5654, 13778, -3805, -5927, 11999, -3413, -6445, 5585, -1647, 5907, 6144, -3308, 5032, 11768, -4380, 4583, 13533, -4653, Both_Hands_Up
-5681, 13894, -3793, -5950, 12106, -3404, -6504, 5613, -1639, 5932, 6224, -3281, 5060, 11875, -4346, 4605, 13644, -4635, Both_Hands_Up
-5727, 14008, -3785, -5979, 12206, -3404, -6545, 6443, -1932, 5962, 6307, -3273, 5085, 11987, -4332, 4631, 13765, -4625, Both_Hands_Up
-5744, 14066, -3786, -5989, 12260, -3405, -6562, 5803, -1695, 5975, 6353, -3265, 5083, 12042, -4320, 4637, 13824, -4622, Both_Hands_Up
-5710, 13977, -3773, -5942, 12177, -3389, -6611, 5573, -1577, 5972, 6299, -3243, 5070, 11962, -4292, 4641, 13741, -4592, Both_Hands_Up
-5759, 14082, -3783, -5997, 12273, -3398, -6651, 5568, -1575, 5971, 6384, -3245, 5076, 12078, -4296, 4641, 13867, -4589, Both_Hands_Up
-5768, 14090, -3775, -6008, 12280, -3395, -6632, 5571, -1598, 5975, 6385, -3229, 5080, 12082, -4284, 4640, 13872, -4565, Both_Hands_Up
-5778, 14100, -3771, -6012, 12290, -3382, -6610, 5713, -1756, 5977, 6389, -3216, 5099, 12093, -4274, 4643, 13883, -4541, Both_Hands_Up
-5720, 13930, -3731, -5951, 12129, -3356, -6527, 5565, -1771, 5965, 6270, -3170, 5109, 11940, -4229, 4675, 13724, -4488, Both_Hands_Up
-5782, 13999, -3725, -6004, 12188, -3336, -6583, 5595, -1716, 5982, 6300, -3130, 5139, 12006, -4202, 4706, 13803, -4452, Both_Hands_Up
-5227, -14585, -3999, -5505, -13717, -3517, -5859, -8313, -110, 13043, -567, -3280, 19156, -225, -4640, 20182, -1859, -5024, Right_Hand_To_The_Right
-5176, -15402, -4380, -5518, -13683, -3486, -5928, -8239, -148, 13109, -789, -2834, 19247, -548, -4098, 20273, -2182, -4482, Right_Hand_To_The_Right
-5152, -15366, -4364, -5521, -13645, -3487, -6034, -8148, -262, 13160, -996, -2340, 19330, -812, -3377, 20356, -2445, -3760, Right_Hand_To_The_Right
-5322, -15457, -4436, -5621, -13692, -3602, -6230, -8136, -439, 13130, -1220, -1766, 19356, -1056, -2523, 20386, -2697, -2908, Right_Hand_To_The_Right
-5330, -15536, -4619, -5638, -13752, -3832, -6303, -8155, -772, 12961, -1346, -1175, 19195, -1157, -1620, 20224, -2796, -2005, Right_Hand_To_The_Right
-5490, -15495, -4693, -5738, -13677, -3953, -6421, -8015, -998, 12846, -1448, -613, 19089, -1197, -774, 20121, -2840, -1160, Right_Hand_To_The_Right
-5348, -15314, -4796, -5834, -13584, -4038, -6516, -7898, -1137, 12541, -1457, -68, 18764, -1084, 25, 20209, -2421, 195, Right_Hand_To_The_Right
-5300, -16090, -5100, -5945, -13631, -4214, -6604, -7898, -1306, 12443, -1351, 407, 18663, -719, 741, 20163, -2019, 890, Right_Hand_To_The_Right
-5252, -15981, -5270, -5929, -13555, -4342, -6646, -7858, -1406, 12225, -1116, 693, 18400, -248, 1039, 19900, -1539, 1179, Right_Hand_To_The_Right
-5210, -15516, -5140, -5789, -13422, -4468, -6572, -7797, -1511, 12079, -843, 748, 18209, 106, 961, 19698, -1172, 1099, Right_Hand_To_The_Right
-5156, -14877, -5192, -5740, -13496, -4513, -6568, -7861, -1522, 11947, -575, 601, 18067, 717, 490, 19564, -565, 626, Right_Hand_To_The_Right
-5203, -15144, -5282, -5691, -13440, -4439, -6505, -7849, -1437, 12027, -157, 106, 18089, 1250, -182, 19577, -22, -46, Right_Hand_To_The_Right
-5295, -15128, -5159, -5696, -13411, -4315, -6474, -7837, -1309, 12685, 329, -593, 18897, 2025, -1351, 20378, 756, -1216, Right_Hand_To_The_Right
-5344, -15098, -4948, -5748, -13365, -4161, -6400, -7842, -1078, 12934, 565, -1216, 18877, 2230, -1954, 20363, 1863, -1953, Right_Hand_To_The_Right
-5500, -15182, -4722, -5814, -13423, -3958, -6388, -7910, -836, 12975, 657, -1798, 18872, 2406, -2790, 20317, 2031, -2621, Right_Hand_To_The_Right
-5659, -15359, -4502, -5960, -13604, -3683, -6428, -8034, -528, 13177, 684, -2336, 19063, 2584, -3530, 20352, 2148, -3315, Right_Hand_To_The_Right
-5718, -15441, -4244, -5994, -13684, -3413, -6379, -8097, -245, 13239, 671, -2756, 20040, 2461, -4356, 22053, 2260, -4239, Right_Hand_To_The_Right
-5776, -15575, -4123, -6035, -13801, -3305, -6349, -8207, -68, 13246, 635, -3012, 20301, 2979, -5048, 22324, 2778, -4930, Right_Hand_To_The_Right
-5830, -15617, -4077, -6064, -13855, -3221, -6342, -8255, 33, 13230, 603, -3204, 19127, 2332, -4964, 20716, 2001, -4744, Right_Hand_To_The_Right
-5847, -15619, -4034, -6075, -13865, -3162, -6328, -8264, 94, 13212, 585, -3323, 19130, 2287, -5025, 20763, 1972, -4820, Right_Hand_To_The_Right
-5865, -15615, -4007, -6088, -13872, -3118, -6326, -8270, 119, 13184, 554, -3412, 19107, 2230, -5087, 20757, 1922, -4887, Right_Hand_To_The_Right
-5894, -15639, -3979, -6107, -13892, -3096, -6332, -8284, 150, 13187, 545, -3465, 19969, 1993, -5432, 21996, 1791, -5314, Right_Hand_To_The_Right
-5908, -15656, -3953, -6116, -13905, -3073, -6331, -8293, 184, 13194, 527, -3499, 19169, 1990, -5272, 20978, 1734, -5103, Right_Hand_To_The_Right
-5911, -15656, -3927, -6115, -13903, -3053, -6323, -8292, 210, 13196, 521, -3513, 19172, 2011, -5260, 20973, 1751, -5090, Right_Hand_To_The_Right
-5918, -15672, -3903, -6115, -13917, -3032, -6323, -8300, 226, 13199, 512, -3524, 19668, 1973, -5370, 21701, 1771, -5251, Right_Hand_To_The_Right
-5923, -15679, -3878, -6118, -13921, -3013, -6323, -8299, 248, 13207, 511, -3534, 19204, 1953, -5280, 21144, 1728, -5140, Right_Hand_To_The_Right
-5929, -15672, -3857, -6120, -13914, -2992, -6320, -8290, 263, 13207, 503, -3542, 19219, 1997, -5288, 21255, 1794, -5169, Right_Hand_To_The_Right
-5931, -15668, -3849, -6121, -13912, -2984, -6316, -8293, 271, 13199, 498, -3555, 19177, 2006, -5291, 21101, 1776, -5147, Right_Hand_To_The_Right
-5933, -15685, -3841, -6121, -13929, -2975, -6316, -8305, 282, 13208, 494, -3557, 19189, 2016, -5285, 21095, 1780, -5137, Right_Hand_To_The_Right
-5925, -15681, -3841, -6116, -13928, -2973, -6308, -8305, 280, 13204, 493, -3563, 19179, 2041, -5274, 21045, 1794, -5118, Right_Hand_To_The_Right
-5931, -15685, -3838, -6120, -13933, -2970, -6309, -8302, 281, 13209, 497, -3564, 19868, 2036, -5399, 21906, 1833, -5281, Right_Hand_To_The_Right
-5923, -15691, -3841, -6117, -13941, -2972, -6303, -8310, 276, 13209, 498, -3562, 19194, 2054, -5236, 21141, 1828, -5098, Right_Hand_To_The_Right
-5907, -15694, -3849, -6117, -13949, -2976, -6304, -8318, 272, 13210, 494, -3561, 19749, 2012, -5318, 21787, 1809, -5199, Right_Hand_To_The_Right
-7358, -17072, -5887, -7561, -14767, -4448, -6808, -8448, -171, 13650, 302, -2651, 19880, 1835, -4169, 22406, 2381, -5033, Right_Hand_To_The_Right
-7350, -17147, -5936, -7562, -14838, -4496, -6809, -8453, -171, 13660, 316, -2663, 19897, 1855, -4182, 22427, 2402, -5048, Right_Hand_To_The_Right
-7363, -17249, -5947, -7574, -14946, -4564, -6821, -8467, -172, 13668, 318, -2673, 19911, 1864, -4194, 22444, 2411, -5060, Right_Hand_To_The_Right
-7373, -17282, -5949, -7587, -14952, -4552, -6830, -8472, -156, 13681, 317, -2684, 19931, 1870, -4213, 22470, 2418, -5081, Right_Hand_To_The_Right
-7377, -17286, -5929, -7593, -14980, -4542, -6836, -8477, -144, 13684, 311, -2699, 19940, 1852, -4242, 22480, 2401, -5111, Right_Hand_To_The_Right
-7411, -17010, -5711, -7609, -14692, -4255, -6836, -8471, -116, 13688, 300, -2716, 19949, 1831, -4269, 22493, 2380, -5139, Right_Hand_To_The_Right
-7408, -16935, -5636, -7601, -14613, -4183, -6825, -8473, -87, 13689, 293, -2733, 19952, 1816, -4302, 22498, 2366, -5172, Right_Hand_To_The_Right
-7402, -16947, -5621, -7598, -14615, -4178, -6820, -8476, -69, 13690, 286, -2754, 19953, 1803, -4350, 22502, 2353, -5222, Right_Hand_To_The_Right
-7397, -17185, -5747, -7594, -14855, -4291, -6829, -8486, -48, 13703, 278, -2773, 19978, 1753, -4422, 22532, 2304, -5296, Right_Hand_To_The_Right
-7409, -17195, -5730, -7601, -14851, -4285, -6842, -8499, -38, 13714, 264, -2801, 20001, 1706, -4485, 22560, 2259, -5360, Right_Hand_To_The_Right
-7409, -17204, -5731, -7608, -14857, -4286, -6849, -8500, -29, 13717, 255, -2821, 20000, 1724, -4518, 22561, 2277, -5394, Right_Hand_To_The_Right
-7397, -17276, -5772, -7605, -14921, -4337, -6852, -8497, -20, 13717, 250, -2841, 19998, 1738, -4535, 22562, 2292, -5412, Right_Hand_To_The_Right
-7397, -17150, -5702, -7592, -14785, -4277, -6855, -8500, -2, 13724, 246, -2851, 20007, 1752, -4545, 22573, 2307, -5423, Right_Hand_To_The_Right
-7388, -17233, -5751, -7596, -14864, -4328, -6859, -8500, 5, 13728, 244, -2866, 20012, 1768, -4555, 22581, 2322, -5434, Right_Hand_To_The_Right
-7383, -17094, -5677, -7600, -14732, -4244, -6858, -8495, 3, 13721, 241, -2885, 19996, 1780, -4585, 22565, 2335, -5464, Right_Hand_To_The_Right
-7387, -17058, -5644, -7605, -14699, -4200, -6862, -8501, 9, 13725, 231, -2899, 20004, 1775, -4601, 22576, 2330, -5481, Right_Hand_To_The_Right
