@Right_hand_swipe_left
-0,451802931149618
-1,23775661908459
-0,532165820902451
-0,510468075463621
-1,09572124642193
-0,423638172625008
-0,686463553689031
-0,669615037867159
-0,0684109020604265
1,05082815422211
-0,348638411167144
0,208573172117698
1,68854288127402
-0,617978647230267
0,369348808648035
1,87500833468053
-0,705323444981715
0,42775570172525
~
-0,449222033173777
-1,23544679512407
-0,532267653907639
-0,50814965906265
-1,09340847700385
-0,424079184869078
-0,68493253672927
-0,66729370364874
-0,0698904084110906
1,06845887475618
-0,33572107368382
0,211391864051358
1,62622125176995
-0,580274558440437
0,35260624487935
1,8143320906686
-0,663858308693147
0,410730387103855
~
-0,450582125952062
-1,23666458000766
-0,531804014120124
-0,509021363717077
-1,09421402828913
-0,423859411768458
-0,684339077012122
-0,666862644635794
-0,0704028954389546
1,07671723324145
-0,324826690910096
0,21158734150324
1,63584940032743
-0,554647130344489
0,353180127003693
1,82543492068578
-0,63443938929475
0,411824982498977
~
-0,451027572526525
-1,23710899043225
-0,531157816297709
-0,509405037096812
-1,09454847157044
-0,423336649269525
-0,684537430807673
-0,666867005469995
-0,0702548837446249
1,08941299706685
-0,31259590549218
0,211151926907831
1,64449123920934
-0,533408279310891
0,35056031133554
1,83707112591169
-0,60662247401737
0,408159424189152
~
-0,451561891386609
-1,23686583593715
-0,531480720367285
-0,509851089570087
-1,09430667688956
-0,423549004870183
-0,684718638875996
-0,666629018768709
-0,0701346216142518
1,09571751424095
-0,306222275397073
0,210442232198611
1,65456429410679
-0,519257561721649
0,349480462434038
1,8485496453146
-0,589708442554572
0,40604516560755
~
-0,452646520571715
-1,23788262436664
-0,531126840038523
-0,510629940738955
-1,09496399234269
-0,423426461076443
-0,684580110742545
-0,666208277267104
-0,0707027516281815
1,09990015639309
-0,302142708425572
0,209200006913539
1,66040983944188
-0,511388235899524
0,347311740156438
1,85509892337462
-0,580657316120043
0,403303296437637
~
-0,45436132787305
-1,23844712216536
-0,530858599784403
-0,512122400200349
-1,09547252289643
-0,423030183949499
-0,685405617182246
-0,666548544073515
-0,0699183875314943
1,1015335427388
-0,298057978790639
0,207285740469968
1,66273569635038
-0,503463595166172
0,344453613626795
1,8577918056699
-0,572338696199012
0,400104852383335
~
-0,454610348773097
-1,23806945917777
-0,530676226391838
-0,512559938426631
-1,09525836100202
-0,422621185476853
-0,686408662124404
-0,666824975949124
-0,0688237574531299
1,10608590809012
-0,296067974127826
0,205888649254158
1,66569440488304
-0,499154356518403
0,342615337214113
1,86073500298861
-0,568382220488276
0,398431282480021
~
-0,455560969499907
-1,23775765962573
-0,52983455511757
-0,513197877450562
-1,09480757760575
-0,421903695359258
-0,686108556061095
-0,665957150580105
-0,0684928161813643
1,10748292664571
-0,292425234233611
0,203262704085727
1,66721718338404
-0,49271412839739
0,33835109168355
1,86221789684198
-0,561837881613555
0,394446850194189
~
-0,455504038973465
-1,23836944509957
-0,529189002488091
-0,513175939733849
-1,0953196727461
-0,421286567220464
-0,686191642015
-0,666170355685682
-0,0679538955872319
1,11405759897944
-0,285643600154238
0,198830786670727
1,67468683092896
-0,478947166375306
0,327912815362986
1,87086478347242
-0,545977022782701
0,383031164168511
~
-0,455896059265942
-1,23786320336153
-0,527923279701732
-0,513412702526318
-1,09483129164482
-0,420132293862443
-0,685962632307446
-0,665735285206846
-0,0671571286146022
1,12459680336219
-0,277259029024896
0,192765215875666
1,69641011802983
-0,457150731702419
0,315028866412088
1,89237363690347
-0,524735409982663
0,369771500885823
~
-0,45691076872249
-1,23614287429699
-0,52501680858549
-0,513850641232447
-1,09299770794963
-0,417667816187669
-0,684670213637373
-0,66356202840776
-0,0660777187623659
1,14124240990624
-0,254126987473915
0,17918645899184
1,70314145958959
-0,412006079734035
0,28414491236483
1,90753507320964
-0,458006627983629
0,328131624620761
~
-0,457647842297524
-1,23555393618311
-0,522975999609875
-0,514329039098795
-1,09240694275522
-0,415830764879537
-0,684372674573427
-0,6629660526132
-0,0648866548401345
1,15497383636032
-0,234811573778327
0,162950299887027
1,74238758545614
-0,367687423404994
0,248026698385781
1,94990409115047
-0,403732405017669
0,285581867920416
~
-0,457490882164806
-1,23317527560788
-0,521325933326979
-0,514205104485073
-1,09039860389781
-0,414157163377287
-0,684347726445265
-0,662068768770066
-0,0631876949037075
1,16634524267482
-0,218774431178711
0,138370392094897
1,75863407610086
-0,320139427605717
0,179682751034243
1,96743924114947
-0,355688963576421
0,208352818928553
~
-0,457178579026257
-1,23090801005138
-0,519468981333367
-0,513909228674341
-1,0884154280367
-0,412572646957898
-0,684101132713979
-0,660937771801873
-0,0624833349859544
1,17739373204405
-0,18704701971566
0,0950345108649387
1,76626944192192
-0,243485385223956
0,0820143279028817
1,9788659415354
-0,261284362231251
0,0858419972953526
~
-0,457701431204912
-1,22978592257235
-0,518442298545979
-0,51423179160992
-1,08736078111012
-0,411676548669545
-0,68382291767817
-0,660085625842802
-0,0620115592492674
1,20075680221523
-0,239865972818466
0,115166220970791
1,88469261546462
-0,216688023144808
0,0170872851870182
2,0940929536392
-0,193943579905769
-0,0158077123399601
~
-0,462262468211467
-1,22583983457239
-0,513360850577214
-0,515896056597171
-1,08214018519168
-0,407555991484684
-0,676796911247408
-0,651041326542692
-0,0608427966439479
1,19038230007776
-0,204467942997257
0,0724922958419239
1,85412560972678
-0,142155445491536
-0,0848140674024295
2,0577496772924
-0,111173820200787
-0,137918572427207
~
-0,463177947359195
-1,21930826825281
-0,507999555030106
-0,515658153558754
-1,07587012561474
-0,402062742620423
-0,673098772157432
-0,645555519166976
-0,0550281478252254
1,21639164367838
-0,155365043283663
0,00754714895713738
1,74954755849794
-0,0897884189135149
-0,174394611285314
1,94862630832058
-0,0516331649077103
-0,237476943362978
~
-0,460081728504908
-1,21830866790056
-0,508685516726065
-0,513486083483671
-1,07612329263604
-0,401912467561211
-0,67369905926798
-0,64956716684247
-0,0524063876958204
1,21875484013688
-0,122567203095557
-0,0410826595905584
1,73458740377841
-0,044811964992281
-0,265445032945798
1,92087091526189
0,00623984749387006
-0,353326063976481
~
-0,458776482789503
-1,21910889403849
-0,508327031233411
-0,512427628056233
-1,07757341205158
-0,401062508768874
-0,673380974780789
-0,65296669886394
-0,0501059350234735
1,21130944263778
-0,0937044384521634
-0,101793318857469
1,70440792528809
0,00629707948449593
-0,368867011524586
1,87574882710102
0,0717970656195171
-0,475521187743224
~
-0,460562237705274
-1,21446518948361
-0,50187468318207
-0,512648022428534
-1,0725575202905
-0,39472669167827
-0,668905287638365
-0,646834423751217
-0,0441572290458436
1,19179422400364
-0,0689577400848099
-0,161399684166226
1,65874153998782
0,0491994234968809
-0,467981297500464
1,8186704492759
0,122865724854622
-0,586131144126144
~
-0,459014588129975
-1,20920788446861
-0,496236546618013
-0,509900953593951
-1,06758362668195
-0,389072699398175
-0,662559961289945
-0,642711030713872
-0,0385421087774061
1,16008419548529
-0,0504797611261611
-0,2086878747474
1,59579880509701
0,0849409256084177
-0,552357657441318
1,81051472164207
0,199278699577939
-0,740843613967247
~
-0,454960024035164
-1,2080466917078
-0,495218313825177
-0,506085253263054
-1,06741826642476
-0,387606855509589
-0,659460940946722
-0,645532813604048
-0,0358015261822644
1,13382687130108
-0,0387711755409463
-0,250054284650451
1,53563180216645
0,114989768196342
-0,632062290506165
1,74830703603324
0,247581018432487
-0,854800835897993
~
-0,451461847519719
-1,20365386475985
-0,492769490627029
-0,502111890930966
-1,06340094859825
-0,384833358515701
-0,654062109541618
-0,642642023359615
-0,032088241365469
1,11032435872965
-0,0201577674910433
-0,297219673216881
1,49417867785544
0,148065998256234
-0,72492502344622
1,68192790745637
0,282701333250568
-0,951707947257332
~
-0,44806842767878
-1,20468869521285
-0,492435966096134
-0,4990080737373
-1,06494785435866
-0,38391942069992
-0,651827100305855
-0,645725596975075
-0,029427796208484
1,08744475575546
-0,00962319078029041
-0,341575639924622
1,45188262532909
0,179939964467235
-0,823751830981951
1,62014788597326
0,319106493928552
-1,0600652020489
~
-0,446258102133231
-1,20540385582313
-0,490599232092991
-0,496751097542514
-1,06542769289463
-0,381838798484743
-0,648230172261107
-0,645499115618397
-0,0265827964271759
1,06513106085998
-0,000416039232103539
-0,385003935409954
1,40681824622206
0,207095297048466
-0,931276765018847
1,54952443708837
0,344368626350861
-1,1653027487925
~
-0,444613517881844
-1,20910984249709
-0,490087116122823
-0,49500726073135
-1,06863511342612
-0,381042085404614
-0,646188578022961
-0,647210837470129
-0,0248489541195645
1,0346050260693
-0,000456949290671414
-0,410302103819979
1,32009901812238
0,188942169921984
-0,948139749698307
1,43771654310507
0,328782729740932
-1,20871450310034
~
-0,442640931976995
-1,21178905520886
-0,490566135313965
-0,49350923089698
-1,07131661663754
-0,380518257910305
-0,646114216751543
-0,649899300923593
-0,0212004182545948
1,00691069278848
-0,0149409429564114
-0,431390922466062
1,23516947373246
0,156985222005318
-0,95565014372175
1,29560876087285
0,286639189150185
-1,20235560678891
~
-0,436686202626625
-1,21265241303394
-0,490674088372127
-0,488892830248215
-1,07249075421048
-0,380140037004625
-0,645512713112987
-0,652005867045245
-0,0192947341014342
0,968858561777758
-0,0249832263382944
-0,444210406800418
1,16280111934364
0,117485217906243
-0,976828621894979
1,13122835649383
0,20837864517714
-1,11810132604487
~
-0,686770046991958
-1,3290395636219
-0,373330011898921
-0,676551844246037
-1,16126555540419
-0,29193811799178
-0,645897236008274
-0,657943530751059
-0,0183929622554705
0,917057059216733
-0,0863632014290528
-0,447990668895239
1,08840704825427
0,0742588003051767
-0,986019479141403
1,06528987914168
0,145840009689942
-1,08572487205316
~
-0,430344502796744
-1,22836353186192
-0,487468539654721
-0,484363925789965
-1,08687919925553
-0,376753204144112
-0,646422284874986
-0,662426111331009
-0,0151002161465721
0,902622428105487
-0,082598229176535
-0,473096374792664
0,998199162587444
0,0662239458083994
-1,03688937793246
0,995787853128913
0,0587460797050838
-1,01387683017749
~
-0,428003839571779
-1,23292460246454
-0,489543126296527
-0,482958014471979
-1,09127782323209
-0,377884155474469
-0,647820448598229
-0,666337394960416
-0,0132455928294385
0,88567655828766
-0,0985331852130461
-0,494085248761042
0,961022732744839
0,024034718733773
-1,07079658529755
0,951463198918295
0,0067697532963232
-0,995866418826322
~
-0,428420062589921
-1,2339562585616
-0,489131786220306
-0,482469796013616
-1,09113073484248
-0,376913169175671
-0,644619087335768
-0,662654163685114
-0,0104395509508225
0,857060275274518
-0,129222392120708
-0,518310010628104
0,960358300766331
-0,0456722728571759
-1,10091227112527
0,904571768270742
-0,0175968361903469
-1,08571621251963
~
----
@Right_hand_swipe_left
-0,479389554428945
-1,23483256570879
-0,506582537564374
-0,533074256817846
-1,08875922888709
-0,399332173026974
-0,694128454578338
-0,650539037234408
-0,0478746508381455
0,876680264337749
-0,52963917809988
0,150910592252642
1,30292359454288
-0,900968719963647
0,165133817323488
1,44019284563951
-0,990811578296346
0,174291037642986
~
-0,480555415722505
-1,23432174553005
-0,506594773686783
-0,534052048481604
-1,08832316095207
-0,399381159592971
-0,694541856229497
-0,650327135629881
-0,0480542764237935
0,876311732611351
-0,517236233841918
0,14379527988067
1,2960566674496
-0,894492640172841
0,16453013516351
1,4483095666105
-0,956034711824018
0,164756820797584
~
-0,481423448080132
-1,23125471962659
-0,505859781509159
-0,534897712264254
-1,08579468665197
-0,39849972009516
-0,695320504816619
-0,649414678095493
-0,046786987741664
0,884585582747693
-0,483061255168328
0,125662889701488
1,30053533417101
-0,862086714636928
0,152812865166305
1,45719441573904
-0,910228219028313
0,157354368185077
~
-0,482518446080809
-1,22940524979332
-0,504902456425836
-0,535853849210798
-1,08428946116197
-0,397562957050664
-0,695859968383129
-0,648941914832658
-0,0459610135946392
0,894850120299644
-0,442534249350969
0,107588680484747
1,4620069404214
-0,889578331702784
0,125417489635418
1,68157744915728
-0,905795944098967
0,149230254121306
~
-0,483854074782226
-1,22737459463729
-0,503576827798925
-0,536809747423726
